date,branch,new_customers,active_customers,avg_credit_score,loan_default_rate_percent,customer_churn_rate_percent
2024-02-15,Jaipur,1628,86332,703.0,4.06,0.53
2024-02-15,Surat,1335,87094,693.0,2.97,0.69
2024-02-16,Mumbai,732,86623,730.0,2.78,1.42
2024-02-16,Delhi,740,85818,694.0,2.85,1.8
2024-02-16,Bangalore,815,85360,714.0,2.0,1.5
2024-02-16,Chennai,1967,86430,711.0,3.75,1.08
2024-02-16,Pune,1944,87497,739.0,3.6,1.05
2024-02-16,Hyderabad,1488,86853,733.0,1.89,2.46
2024-02-16,Ahmedabad,999,86638,747.0,1.92,1.41
2024-02-16,Kolkata,796,86348,701.0,2.01,1.27
2024-02-16,Jaipur,1727,86790,713.0,3.5,1.52
2024-02-16,Surat,779,85646,736.0,4.08,2.23
2024-02-17,Mumbai,1065,85000,727.0,2.06,2.05
2024-02-17,Delhi,1349,85366,709.0,3.24,1.18
2024-02-17,Bangalore,1539,86045,770.0,3.45,1.03
2024-02-17,Chennai,505,85640,747.0,4.05,1.07
2024-02-17,Pune,1111,84905,728.0,2.51,2.17
2024-02-17,Hyderabad,1687,84495,686.0,2.46,2.5
2024-02-17,Ahmedabad,1502,84134,721.0,4.42,2.23
2024-02-17,Kolkata,1414,84242,714.0,3.78,1.58
2024-02-17,Jaipur,1206,84484,736.0,2.39,1.16
2024-02-17,Surat,1612,85059,701.0,3.76,1.25
2024-02-18,Mumbai,1159,84355,712.0,1.51,2.24
2024-02-18,Delhi,1928,85487,738.0,2.42,0.98
2024-02-18,Bangalore,1284,85963,730.0,2.37,0.97
2024-02-18,Chennai,1341,86819,695.0,1.61,0.59
2024-02-18,Pune,1468,86650,741.0,2.85,1.91
2024-02-18,Hyderabad,1280,86846,722.0,2.63,1.27
2024-02-18,Ahmedabad,1859,86922,712.0,2.49,2.08
2024-02-18,Kolkata,1835,86644,697.0,4.48,2.46
2024-02-18,Jaipur,1514,86075,747.0,3.58,2.43
2024-02-18,Surat,758,85550,713.0,4.28,1.5
2024-02-19,Mumbai,1708,86313,734.0,3.58,1.16
2024-02-19,Delhi,705,85088,753.0,3.23,2.25
2024-02-19,Bangalore,1401,85915,734.0,4.26,0.7
2024-02-19,Chennai,1435,86916,723.0,1.61,0.53
2024-02-19,Pune,795,86576,726.0,2.57,1.32
2024-02-19,Hyderabad,1840,86331,667.0,1.65,2.44
2024-02-19,Ahmedabad,653,85752,729.0,1.72,1.44
2024-02-19,Kolkata,1042,85801,719.0,3.95,1.18
2024-02-19,Jaipur,1918,86637,727.0,2.66,1.29
2024-02-19,Surat,664,85402,694.0,2.55,2.2
2024-02-20,Mumbai,1881,85441,751.0,3.17,2.22
2024-02-20,Delhi,1278,84681,695.0,1.73,2.41
2024-02-20,Bangalore,1783,84850,688.0,4.46,1.94
2024-02-20,Chennai,1499,84468,703.0,1.76,2.24
2024-02-20,Pune,573,83585,734.0,2.74,1.73
2024-02-20,Hyderabad,980,83107,711.0,3.25,1.76
2024-02-20,Ahmedabad,1088,82138,713.0,1.97,2.49
2024-02-20,Kolkata,685,81710,711.0,2.99,1.37
2024-02-20,Jaipur,701,80771,708.0,1.93,2.02
2024-02-20,Surat,1941,80928,736.0,2.73,2.25
2024-02-21,Mumbai,1408,81709,762.0,3.92,0.83
2024-02-21,Delhi,1113,80954,721.0,3.74,2.31
2024-02-21,Bangalore,594,80629,719.0,1.74,1.15
2024-02-21,Chennai,614,80376,704.0,3.36,1.09
2024-02-21,Pune,1267,80569,727.0,3.63,1.36
2024-02-21,Hyderabad,1000,80326,717.0,1.51,1.56
2024-02-21,Ahmedabad,1659,80514,741.0,3.78,1.86
2024-02-21,Kolkata,868,80719,697.0,3.91,0.84
2024-02-21,Jaipur,661,80003,715.0,4.09,1.72
2024-02-21,Surat,1283,79915,735.0,3.68,1.74
2024-02-22,Mumbai,993,79753,732.0,4.34,1.5
2024-02-22,Delhi,1694,80846,721.0,4.19,0.79
2024-02-22,Bangalore,1444,80878,708.0,4.2,1.78
2024-02-22,Chennai,1441,81525,708.0,2.69,1.01
2024-02-22,Pune,519,80179,733.0,3.79,2.3
2024-02-22,Hyderabad,1452,79808,740.0,1.58,2.3
2024-02-22,Ahmedabad,1887,80454,742.0,2.97,1.59
2024-02-22,Kolkata,651,80003,716.0,3.57,1.38
2024-02-22,Jaipur,1207,79250,710.0,1.97,2.48
2024-02-22,Surat,1112,78971,727.0,3.67,1.78
2024-02-23,Mumbai,1368,78898,717.0,4.25,1.88
2024-02-23,Delhi,1435,78628,711.0,3.22,2.19
2024-02-23,Bangalore,907,77586,715.0,3.41,2.5
2024-02-23,Chennai,1489,78546,731.0,2.36,0.71
2024-02-23,Pune,1281,78557,711.0,4.03,1.64
2024-02-23,Hyderabad,1677,79403,711.0,3.91,1.09
2024-02-23,Ahmedabad,1932,80500,718.0,3.28,1.09
2024-02-23,Kolkata,1848,81339,702.0,1.61,1.29
2024-02-23,Jaipur,516,80536,730.0,3.51,1.63
2024-02-23,Surat,1904,80814,704.0,1.77,2.06
2024-02-24,Mumbai,600,79572,718.0,4.16,2.32
2024-02-24,Delhi,1517,79391,723.0,4.27,2.17
2024-02-24,Bangalore,1086,78867,668.0,2.33,2.05
2024-02-24,Chennai,971,78502,714.0,3.92,1.71
2024-02-24,Pune,1221,79007,730.0,3.2,0.94
2024-02-24,Hyderabad,889,78534,696.0,2.25,1.74
2024-02-24,Ahmedabad,1888,78874,719.0,2.58,2.01
2024-02-24,Kolkata,1850,79285,713.0,4.15,1.86
2024-02-24,Jaipur,780,78686,707.0,3.5,1.76
2024-02-24,Surat,1785,79089,705.0,1.98,1.79
2024-02-25,Mumbai,1132,78621,714.0,3.04,2.08
2024-02-25,Delhi,568,77894,743.0,2.87,1.66
2024-02-25,Bangalore,1999,79332,727.0,2.61,0.76
2024-02-25,Chennai,1104,79540,718.0,2.7,1.15
2024-02-25,Pune,1350,80235,735.0,2.38,0.85
2024-02-25,Hyderabad,770,79355,725.0,4.34,2.07
2024-02-25,Ahmedabad,1249,79385,737.0,2.33,1.56
2024-02-25,Kolkata,1058,78746,708.0,1.72,2.16
2024-02-25,Jaipur,1026,77956,716.0,2.67,2.33
2024-02-25,Surat,1486,77569,747.0,2.79,2.43
2024-02-26,Mumbai,1104,77169,691.0,2.21,1.99
2024-02-26,Delhi,1193,76755,734.0,2.95,2.11
2024-02-26,Bangalore,1459,76376,722.0,3.97,2.43
2024-02-26,Chennai,788,75644,714.0,3.68,2.01
2024-02-26,Pune,962,74944,770.0,1.58,2.22
2024-02-26,Hyderabad,1983,75575,696.0,4.24,1.85
2024-02-26,Ahmedabad,1313,75071,683.0,2.38,2.43
2024-02-26,Kolkata,1641,75815,732.0,3.48,1.23
2024-02-26,Jaipur,1308,76746,695.0,2.73,0.53
2024-02-26,Surat,1598,77798,727.0,3.53,0.75
2024-02-27,Mumbai,1254,77660,722.0,2.26,1.85
2024-02-27,Delhi,1876,78773,682.0,1.72,1.02
2024-02-27,Bangalore,1280,78385,749.0,2.14,2.14
2024-02-27,Chennai,1260,79105,706.0,3.76,0.72
2024-02-27,Pune,978,78959,722.0,4.41,1.44
2024-02-27,Hyderabad,1768,78966,762.0,4.15,2.27
2024-02-27,Ahmedabad,1649,79731,756.0,2.33,1.16
2024-02-27,Kolkata,1749,80758,759.0,4.26,0.94
2024-02-27,Jaipur,629,79968,726.0,1.88,1.77
2024-02-27,Surat,1450,79589,729.0,3.61,2.32
2024-02-28,Mumbai,1118,79318,705.0,3.78,1.8
2024-02-28,Delhi,738,79451,708.0,4.38,0.78
2024-02-28,Bangalore,576,79157,741.0,3.02,1.11
2024-02-28,Chennai,1508,80113,744.0,3.11,0.73
2024-02-28,Pune,980,79288,704.0,3.84,2.27
2024-02-28,Hyderabad,777,79066,710.0,2.91,1.28
2024-02-28,Ahmedabad,1259,78892,735.0,2.13,1.84
2024-02-28,Kolkata,1926,78965,693.0,2.97,2.39
2024-02-28,Jaipur,1358,79025,732.0,2.46,1.67
2024-02-28,Surat,1988,80409,706.0,2.83,0.81
2024-02-29,Mumbai,1349,80350,735.0,2.7,1.81
2024-02-29,Delhi,1502,80488,744.0,1.71,1.73
2024-02-29,Bangalore,1072,81124,710.0,2.25,0.57
2024-02-29,Chennai,1258,81648,716.0,2.44,0.93
2024-02-29,Pune,1410,81122,747.0,3.68,2.4
2024-02-29,Hyderabad,1242,81821,667.0,4.2,0.7
2024-02-29,Ahmedabad,1904,82749,753.0,1.88,1.23
2024-02-29,Kolkata,1820,83594,715.0,2.49,1.22
2024-02-29,Jaipur,1315,84054,727.0,4.22,1.05
2024-02-29,Surat,750,82803,706.0,4.17,2.4
2024-03-01,Mumbai,1431,83719,697.0,2.32,0.68
2024-03-01,Delhi,934,83177,705.0,2.36,1.78
2024-03-01,Bangalore,1722,82899,722.0,3.36,2.44
2024-03-01,Chennai,603,81795,716.0,4.34,2.07
2024-03-01,Pune,998,80785,696.0,1.7,2.48
2024-03-01,Hyderabad,1656,81736,678.0,1.96,0.91
2024-03-01,Ahmedabad,1635,82653,699.0,3.82,0.91
2024-03-01,Kolkata,942,81855,735.0,3.62,2.13
2024-03-01,Jaipur,977,81903,737.0,3.62,1.16
2024-03-01,Surat,802,81018,742.0,3.14,2.08
2024-03-02,Mumbai,1720,82384,726.0,2.12,0.51
2024-03-02,Delhi,796,81156,760.0,2.15,2.48
2024-03-02,Bangalore,1606,81979,716.0,4.17,1.0
2024-03-02,Chennai,857,82262,719.0,2.3,0.72
2024-03-02,Pune,552,82197,718.0,3.95,0.76
2024-03-02,Hyderabad,1233,81744,708.0,2.69,2.08
2024-03-02,Ahmedabad,987,81378,726.0,3.22,1.68
2024-03-02,Kolkata,532,81229,686.0,3.78,0.85
2024-03-02,Jaipur,607,81235,733.0,1.51,0.75
2024-03-02,Surat,1362,81362,739.0,1.51,1.55
2024-03-03,Mumbai,630,80846,740.0,3.24,1.45
2024-03-03,Delhi,1241,80876,702.0,2.89,1.53
2024-03-03,Bangalore,723,80478,706.0,2.81,1.4
2024-03-03,Chennai,953,79526,728.0,3.71,2.39
2024-03-03,Pune,588,78571,713.0,4.28,1.95
2024-03-03,Hyderabad,1849,79243,739.0,3.55,1.54
2024-03-03,Ahmedabad,1438,79292,718.0,3.98,1.79
2024-03-03,Kolkata,563,79374,709.0,2.73,0.62
2024-03-03,Jaipur,1480,79140,714.0,1.62,2.19
2024-03-03,Surat,1373,79057,729.0,3.78,1.87
2024-03-04,Mumbai,1504,79092,701.0,4.04,1.92
2024-03-04,Delhi,1408,80015,761.0,3.97,0.65
2024-03-04,Bangalore,665,79777,739.0,2.54,1.14
2024-03-04,Chennai,803,80092,710.0,3.37,0.63
2024-03-04,Pune,1063,79775,708.0,2.84,1.75
2024-03-04,Hyderabad,1698,80232,704.0,2.44,1.6
2024-03-04,Ahmedabad,1165,80407,719.0,3.03,1.26
2024-03-04,Kolkata,1723,80908,698.0,1.98,1.56
2024-03-04,Jaipur,1429,81143,718.0,1.94,1.51
2024-03-04,Surat,1381,81983,715.0,4.26,0.7
2024-03-05,Mumbai,1937,83384,695.0,1.69,0.73
2024-03-05,Delhi,1840,83757,712.0,3.76,1.8
2024-03-05,Bangalore,1629,83792,707.0,2.9,1.94
2024-03-05,Chennai,940,83611,722.0,1.62,1.36
2024-03-05,Pune,967,83486,694.0,3.97,1.33
2024-03-05,Hyderabad,1428,83859,692.0,3.71,1.3
2024-03-05,Ahmedabad,1994,85314,712.0,3.98,0.69
2024-03-05,Kolkata,1374,85755,721.0,2.6,1.13
2024-03-05,Jaipur,1022,85726,716.0,2.36,1.25
2024-03-05,Surat,812,84949,710.0,3.8,1.87
2024-03-06,Mumbai,1471,85935,723.0,3.88,0.63
2024-03-06,Delhi,674,86033,699.0,3.72,0.69
2024-03-06,Bangalore,697,85033,694.0,1.6,1.99
2024-03-06,Chennai,1263,84515,691.0,3.95,2.12
2024-03-06,Pune,1639,85663,726.0,2.72,0.62
2024-03-06,Hyderabad,1650,85955,759.0,4.19,1.62
2024-03-06,Ahmedabad,1872,87224,703.0,4.36,0.74
2024-03-06,Kolkata,1224,86512,696.0,1.69,2.25
2024-03-06,Jaipur,1366,85971,734.0,4.21,2.24
2024-03-06,Surat,1976,87468,738.0,1.77,0.6
2024-03-07,Mumbai,1089,87116,707.0,1.65,1.7
2024-03-07,Delhi,1220,87744,715.0,4.39,0.71
2024-03-07,Bangalore,1539,88502,721.0,1.82,0.93
2024-03-07,Chennai,1844,89087,756.0,3.08,1.46
2024-03-07,Pune,721,88754,697.0,3.35,1.2
2024-03-07,Hyderabad,1639,89330,702.0,3.87,1.24
2024-03-07,Ahmedabad,1070,88950,713.0,3.45,1.65
2024-03-07,Kolkata,1378,88407,661.0,1.87,2.19
2024-03-07,Jaipur,1773,88688,727.0,3.12,1.73
2024-03-07,Surat,1816,89110,727.0,2.06,1.61
2024-03-08,Mumbai,1747,88817,700.0,3.79,2.36
2024-03-08,Delhi,1920,89856,720.0,2.43,1.03
2024-03-08,Bangalore,869,89803,727.0,2.77,1.05
2024-03-08,Chennai,1132,88854,717.0,3.87,2.34
2024-03-08,Pune,1218,89642,692.0,1.87,0.51
2024-03-08,Hyderabad,793,88988,741.0,3.89,1.63
2024-03-08,Ahmedabad,1320,89766,707.0,2.25,0.64
2024-03-08,Kolkata,1796,89405,730.0,3.8,2.44
2024-03-08,Jaipur,687,88325,731.0,2.36,1.99
2024-03-08,Surat,940,88178,725.0,1.53,1.25
2024-03-09,Mumbai,1429,88620,703.0,3.87,1.18
2024-03-09,Delhi,1257,88908,720.0,2.62,1.12
2024-03-09,Bangalore,1164,88270,707.0,2.3,2.05
2024-03-09,Chennai,1662,88472,750.0,3.05,1.69
2024-03-09,Pune,607,88374,677.0,3.45,0.81
2024-03-09,Hyderabad,1765,89646,716.0,3.48,0.6
2024-03-09,Ahmedabad,667,89391,723.0,3.63,1.04
2024-03-09,Kolkata,1855,90079,705.0,1.73,1.35
2024-03-09,Jaipur,1743,90612,742.0,4.0,1.38
2024-03-09,Surat,1059,90850,731.0,1.62,0.93
2024-03-10,Mumbai,1549,91797,739.0,2.69,0.73
2024-03-10,Delhi,1380,92543,733.0,3.13,0.72
2024-03-10,Bangalore,1888,92753,702.0,3.0,1.86
2024-03-10,Chennai,1496,92838,698.0,1.95,1.55
2024-03-10,Pune,1131,93445,691.0,2.21,0.59
2024-03-10,Hyderabad,1309,92474,701.0,2.95,2.47
2024-03-10,Ahmedabad,612,92623,710.0,3.48,0.52
2024-03-10,Kolkata,1117,91549,733.0,2.26,2.39
2024-03-10,Jaipur,781,90490,704.0,3.4,2.03
2024-03-10,Surat,1092,90558,725.0,2.03,1.16
2024-03-11,Mumbai,515,89757,714.0,3.92,1.49
2024-03-11,Delhi,1381,90403,729.0,2.1,0.85
2024-03-11,Bangalore,1278,90294,737.0,2.39,1.57
2024-03-11,Chennai,971,89930,722.0,1.74,1.5
2024-03-11,Pune,1868,89938,695.0,3.69,2.11
2024-03-11,Hyderabad,647,89436,724.0,3.27,1.29
2024-03-11,Ahmedabad,586,88807,746.0,2.22,1.37
2024-03-11,Kolkata,1441,88199,700.0,4.25,2.34
2024-03-11,Jaipur,1141,87908,744.0,2.28,1.65
2024-03-11,Surat,1674,88467,706.0,3.64,1.31
2024-03-12,Mumbai,1811,89161,718.0,2.81,1.34
2024-03-12,Delhi,735,88744,702.0,2.58,1.31
2024-03-12,Bangalore,1165,89186,715.0,2.5,0.84
2024-03-12,Chennai,1765,89722,749.0,2.11,1.42
2024-03-12,Pune,1912,89576,691.0,3.94,2.34
2024-03-12,Hyderabad,680,89041,743.0,4.41,1.37
2024-03-12,Ahmedabad,716,88893,711.0,2.45,0.99
2024-03-12,Kolkata,1706,89480,713.0,2.9,1.3
2024-03-12,Jaipur,661,89000,691.0,2.72,1.29
2024-03-12,Surat,1135,88387,701.0,3.07,1.99
2024-03-13,Mumbai,953,88356,731.0,2.89,1.17
2024-03-13,Delhi,844,88642,727.0,2.37,0.65
2024-03-13,Bangalore,1796,89832,743.0,3.2,0.73
2024-03-13,Chennai,1544,90612,699.0,2.96,0.89
2024-03-13,Pune,1215,90765,727.0,3.84,1.2
2024-03-13,Hyderabad,1821,90692,715.0,1.92,2.13
2024-03-13,Ahmedabad,983,91057,734.0,2.86,0.71
2024-03-13,Kolkata,1024,91289,677.0,2.69,0.89
2024-03-13,Jaipur,1733,92324,717.0,2.91,0.81
2024-03-13,Surat,1842,93605,722.0,2.29,0.65
2024-03-14,Mumbai,1786,94064,719.0,2.01,1.49
2024-03-14,Delhi,1654,93855,703.0,2.27,2.02
2024-03-14,Bangalore,1419,93558,729.0,3.55,1.86
2024-03-14,Chennai,1656,93579,720.0,2.34,1.79
2024-03-14,Pune,1779,94325,693.0,1.96,1.15
2024-03-14,Hyderabad,1784,95080,686.0,1.98,1.13
2024-03-14,Ahmedabad,1400,95906,721.0,3.52,0.64
2024-03-14,Kolkata,1405,95651,696.0,3.27,1.76
2024-03-14,Jaipur,1062,95127,720.0,2.16,1.68
2024-03-14,Surat,1220,94934,726.0,4.33,1.51
2024-03-15,Mumbai,1135,94771,678.0,2.14,1.42
2024-03-15,Delhi,577,94779,711.0,2.3,0.61
2024-03-15,Bangalore,1087,95272,707.0,2.74,0.65
2024-03-15,Chennai,684,94323,709.0,2.21,1.73
2024-03-15,Pune,1538,94699,699.0,4.01,1.27
2024-03-15,Hyderabad,1688,94902,736.0,4.0,1.61
2024-03-15,Ahmedabad,584,94171,740.0,4.07,1.4
2024-03-15,Kolkata,1670,94180,703.0,3.27,1.8
2024-03-15,Jaipur,1158,93754,702.0,3.86,1.71
2024-03-15,Surat,1526,94562,679.0,2.38,0.8
2024-03-16,Mumbai,626,93905,701.0,2.7,1.4
2024-03-16,Delhi,1203,92821,711.0,1.76,2.46
2024-03-16,Bangalore,672,92108,699.0,2.27,1.51
2024-03-16,Chennai,853,92449,690.0,1.8,0.58
2024-03-16,Pune,1949,93171,742.0,2.51,1.38
2024-03-16,Hyderabad,1399,93159,721.0,2.21,1.55
2024-03-16,Ahmedabad,1748,94186,734.0,3.08,0.82
2024-03-16,Kolkata,1263,93278,712.0,1.89,2.34
2024-03-16,Jaipur,1293,93372,704.0,1.68,1.32
2024-03-16,Surat,1192,92857,730.0,2.27,1.86
2024-03-17,Mumbai,607,91575,727.0,2.95,2.08
2024-03-17,Delhi,1825,92372,697.0,3.67,1.17
2024-03-17,Bangalore,1175,92937,667.0,3.08,0.69
2024-03-17,Chennai,1889,93687,728.0,2.8,1.27
2024-03-17,Pune,1016,92902,721.0,4.39,1.95
2024-03-17,Hyderabad,1844,92532,717.0,2.77,2.43
2024-03-17,Ahmedabad,1734,92227,709.0,4.17,2.25
2024-03-17,Kolkata,1182,92826,718.0,4.29,0.66
2024-03-17,Jaipur,1859,94001,721.0,4.0,0.78
2024-03-17,Surat,1216,94192,661.0,3.75,1.12
2024-03-18,Mumbai,1843,94319,727.0,2.93,1.9
2024-03-18,Delhi,1302,94937,726.0,3.84,0.76
2024-03-18,Bangalore,1951,94678,718.0,1.59,2.38
2024-03-18,Chennai,1134,94307,705.0,4.25,1.62
2024-03-18,Pune,1817,94201,680.0,2.53,2.08
2024-03-18,Hyderabad,761,93247,727.0,2.85,1.84
2024-03-18,Ahmedabad,1903,93027,717.0,3.23,2.32
2024-03-18,Kolkata,691,92067,716.0,1.56,1.79
2024-03-18,Jaipur,1367,92069,687.0,4.0,1.52
2024-03-18,Surat,537,91491,738.0,3.3,1.23
2024-03-19,Mumbai,869,90209,707.0,2.3,2.4
2024-03-19,Delhi,1199,89276,727.0,4.49,2.4
2024-03-19,Bangalore,1495,90017,681.0,4.12,0.88
2024-03-19,Chennai,781,90087,702.0,1.6,0.81
2024-03-19,Pune,1105,89247,691.0,2.6,2.19
2024-03-19,Hyderabad,707,88619,723.0,2.1,1.52
2024-03-19,Ahmedabad,1605,88338,718.0,3.87,2.17
2024-03-19,Kolkata,1578,89446,710.0,4.36,0.58
2024-03-19,Jaipur,1189,88648,692.0,3.81,2.25
2024-03-19,Surat,1765,89779,751.0,3.02,0.76
2024-03-20,Mumbai,1271,90381,698.0,3.89,0.81
2024-03-20,Delhi,870,89317,711.0,3.0,2.16
2024-03-20,Bangalore,1779,89247,751.0,2.86,2.12
2024-03-20,Chennai,839,88372,710.0,1.74,1.94
2024-03-20,Pune,589,87808,742.0,4.07,1.32
2024-03-20,Hyderabad,1885,88036,721.0,3.22,1.94
2024-03-20,Ahmedabad,1409,87963,739.0,3.78,1.72
2024-03-20,Kolkata,1419,88565,740.0,3.36,0.97
2024-03-20,Jaipur,989,88586,696.0,2.83,1.12
2024-03-20,Surat,1460,88037,765.0,4.11,2.31
2024-03-21,Mumbai,897,87894,742.0,4.01,1.24
2024-03-21,Delhi,1668,87432,713.0,3.81,2.47
2024-03-21,Bangalore,1445,87130,737.0,4.12,2.04
2024-03-21,Chennai,1282,87131,711.0,1.62,1.51
2024-03-21,Pune,1357,86402,738.0,2.25,2.43
2024-03-21,Hyderabad,908,85515,711.0,4.43,2.1
2024-03-21,Ahmedabad,783,84397,735.0,2.79,2.25
2024-03-21,Kolkata,606,83513,720.0,2.47,1.78
2024-03-21,Jaipur,1260,83460,737.0,2.49,1.61
2024-03-21,Surat,710,82582,714.0,3.51,1.92
2024-03-22,Mumbai,1556,82381,734.0,1.98,2.2
2024-03-22,Delhi,1083,82940,719.0,2.79,0.67
2024-03-22,Bangalore,828,82922,724.0,2.71,1.05
2024-03-22,Chennai,1551,83852,700.0,1.68,0.79
2024-03-22,Pune,1395,84708,713.0,2.98,0.68
2024-03-22,Hyderabad,954,83878,741.0,2.72,2.13
2024-03-22,Ahmedabad,1215,83143,713.0,3.95,2.36
2024-03-22,Kolkata,1349,84021,720.0,2.5,0.61
2024-03-22,Jaipur,1528,84538,715.0,3.07,1.25
2024-03-22,Surat,1290,83755,723.0,4.23,2.49
2024-03-23,Mumbai,1267,84283,695.0,1.8,0.95
2024-03-23,Delhi,1152,83474,711.0,4.08,2.36
2024-03-23,Bangalore,1963,83983,718.0,2.87,1.8
2024-03-23,Chennai,799,84151,687.0,1.69,0.78
2024-03-23,Pune,1087,83301,760.0,3.73,2.33
2024-03-23,Hyderabad,1467,83228,727.0,3.07,1.89
2024-03-23,Ahmedabad,784,82353,732.0,2.08,2.02
2024-03-23,Kolkata,1460,82698,735.0,2.7,1.4
2024-03-23,Jaipur,510,81310,725.0,3.3,2.31
2024-03-23,Surat,538,81039,756.0,3.7,1.01
2024-03-24,Mumbai,806,80595,706.0,3.32,1.6
2024-03-24,Delhi,1989,81249,689.0,1.79,1.72
2024-03-24,Bangalore,1366,82063,711.0,3.48,0.72
2024-03-24,Chennai,1090,82381,740.0,4.49,0.98
2024-03-24,Pune,749,82659,690.0,2.15,0.6
2024-03-24,Hyderabad,1359,82583,717.0,1.68,1.78
2024-03-24,Ahmedabad,1775,83235,705.0,2.02,1.41
2024-03-24,Kolkata,727,82171,740.0,3.64,2.17
2024-03-24,Jaipur,1523,82341,737.0,2.75,1.69
2024-03-24,Surat,533,81435,688.0,2.5,1.76
2024-03-25,Mumbai,1677,82377,680.0,4.11,0.98
2024-03-25,Delhi,794,82301,718.0,1.72,1.08
2024-03-25,Bangalore,503,81393,718.0,2.02,1.73
2024-03-25,Chennai,992,81074,712.0,3.73,1.64
2024-03-25,Pune,883,80497,694.0,2.58,1.83
2024-03-25,Hyderabad,675,79945,704.0,2.16,1.55
2024-03-25,Ahmedabad,1238,80706,732.0,4.09,0.64
2024-03-25,Kolkata,1577,81042,685.0,2.61,1.59
2024-03-25,Jaipur,1539,81316,741.0,1.57,1.61
2024-03-25,Surat,1299,80821,706.0,2.41,2.25
2024-03-26,Mumbai,589,80017,764.0,1.97,1.77
2024-03-26,Delhi,1264,80508,699.0,2.8,1.01
2024-03-26,Bangalore,533,80078,729.0,3.22,1.21
2024-03-26,Chennai,638,79780,776.0,3.49,1.19
2024-03-26,Pune,1845,80272,708.0,1.67,1.76
2024-03-26,Hyderabad,1691,80424,717.0,4.08,1.97
2024-03-26,Ahmedabad,1180,81018,742.0,4.29,0.77
2024-03-26,Kolkata,1221,80981,735.0,3.75,1.59
2024-03-26,Jaipur,1816,82155,741.0,2.28,0.85
2024-03-26,Surat,1902,82932,746.0,4.37,1.43
2024-03-27,Mumbai,1924,83721,690.0,2.13,1.46
2024-03-27,Delhi,873,82840,725.0,3.95,2.12
2024-03-27,Bangalore,629,81885,746.0,2.74,1.93
2024-03-27,Chennai,1437,82889,714.0,3.91,0.57
2024-03-27,Pune,912,83339,725.0,3.27,0.59
2024-03-27,Hyderabad,908,82377,725.0,3.6,2.27
2024-03-27,Ahmedabad,1146,81604,711.0,3.1,2.37
2024-03-27,Kolkata,1555,82141,715.0,1.53,1.3
2024-03-27,Jaipur,1612,82607,701.0,1.83,1.45
2024-03-27,Surat,574,81539,718.0,4.11,2.01
2024-03-28,Mumbai,891,81603,747.0,2.71,1.07
2024-03-28,Delhi,597,80395,746.0,2.74,2.23
2024-03-28,Bangalore,1179,80765,708.0,3.26,1.05
2024-03-28,Chennai,1253,80941,684.0,2.06,1.37
2024-03-28,Pune,1319,80687,719.0,2.65,1.99
2024-03-28,Hyderabad,1291,81061,686.0,3.96,1.18
2024-03-28,Ahmedabad,882,80757,710.0,2.85,1.49
2024-03-28,Kolkata,1518,81318,740.0,4.43,1.23
2024-03-28,Jaipur,1563,82081,710.0,2.34,1.03
2024-03-28,Surat,669,81164,731.0,1.75,1.95
2024-03-29,Mumbai,661,80762,696.0,3.11,1.36
2024-03-29,Delhi,869,80370,743.0,3.8,1.59
2024-03-29,Bangalore,1157,80991,710.0,2.21,0.71
2024-03-29,Chennai,1171,80718,739.0,4.05,1.82
2024-03-29,Pune,1127,80752,743.0,1.95,1.39
2024-03-29,Hyderabad,1969,81681,712.0,4.24,1.35
2024-03-29,Ahmedabad,1912,82511,694.0,3.11,1.39
2024-03-29,Kolkata,1415,83481,719.0,4.11,0.58
2024-03-29,Jaipur,1222,83292,697.0,3.23,1.73
2024-03-29,Surat,1390,83845,712.0,4.0,1.05
2024-03-30,Mumbai,617,83958,720.0,3.59,0.65
2024-03-30,Delhi,1805,84709,717.0,3.63,1.31
2024-03-30,Bangalore,1550,84521,692.0,3.71,2.1
2024-03-30,Chennai,1891,85769,739.0,3.23,0.82
2024-03-30,Pune,563,85674,719.0,2.04,0.79
2024-03-30,Hyderabad,1744,85875,743.0,3.4,1.86
2024-03-30,Ahmedabad,1397,86820,740.0,3.54,0.57
2024-03-30,Kolkata,637,86631,736.0,1.79,0.97
2024-03-30,Jaipur,1821,87433,762.0,2.19,1.23
2024-03-30,Surat,1284,86655,710.0,3.54,2.4
2024-03-31,Mumbai,566,85780,709.0,2.1,1.71
2024-03-31,Delhi,1890,86520,736.0,4.15,1.4
2024-03-31,Bangalore,1259,86737,754.0,4.49,1.24
2024-03-31,Chennai,657,85983,702.0,2.61,1.65
2024-03-31,Pune,1584,86549,717.0,3.59,1.23
2024-03-31,Hyderabad,1143,86166,730.0,2.0,1.8
2024-03-31,Ahmedabad,1011,85118,741.0,2.46,2.42
2024-03-31,Kolkata,553,84009,718.0,1.82,1.97
2024-03-31,Jaipur,1522,84282,666.0,2.19,1.54
2024-03-31,Surat,1650,85358,740.0,4.22,0.74
2024-04-01,Mumbai,1033,84815,687.0,4.49,1.91
2024-04-01,Delhi,939,83666,742.0,1.91,2.49
2024-04-01,Bangalore,1084,83201,711.0,2.22,1.89
2024-04-01,Chennai,1505,83998,731.0,2.99,0.9
2024-04-01,Pune,777,82944,745.0,1.57,2.21
2024-04-01,Hyderabad,1425,83707,742.0,2.36,0.85
2024-04-01,Ahmedabad,1960,84558,735.0,3.51,1.39
