date,branch,upi_volume,upi_value,card_txn_volume,card_txn_value,wallet_txn_volume,wallet_txn_value,fraud_rate_percent
2024-03-22,Ahmedabad,148873,80489774.94,119347,58965876.35,68788,19640347.26,1.0
2024-03-22,Kolkata,181571,89341019.45,136236,72642426.72,79246,19596746.18,1.54
2024-03-22,Jaipur,224983,89391361.91,144474,64367923.87,64944,24024741.72,0.67
2024-03-22,Surat,171487,89911352.87,161359,66329613.54,75542,23727898.02,2.2
2024-03-23,Mumbai,211326,84679596.26,108217,71386851.03,59801,22036363.57,0.98
2024-03-23,Delhi,213918,100857322.71,118177,57346930.73,65330,19472761.94,2.66
2024-03-23,Bangalore,229285,87620708.45,122815,59665914.18,66192,21490791.95,2.2
2024-03-23,Chennai,212276,86806006.02,126012,64604883.52,66977,19877191.13,1.43
2024-03-23,Pune,237407,78784977.07,140722,56071850.42,72335,19827937.92,1.28
2024-03-23,Hyderabad,204124,85413037.61,136141,69282144.12,59075,19998233.96,1.16
2024-03-23,Ahmedabad,242868,97027990.68,142849,59281968.25,78969,17984275.57,1.97
2024-03-23,Kolkata,215413,81605080.19,111742,65773884.73,53463,18743187.08,2.55
2024-03-23,Jaipur,217739,77949830.87,136971,66019014.19,53351,23510595.18,2.56
2024-03-23,Surat,231686,90745412.61,132838,64517717.89,69046,22366956.25,1.86
2024-03-24,Mumbai,236206,79010318.87,143730,69064941.17,62694,22412415.98,0.6
2024-03-24,Delhi,228792,87362479.79,142424,61768895.14,73228,20008978.5,0.67
2024-03-24,Bangalore,241112,91410058.26,159636,63596972.38,65495,22011910.15,2.9
2024-03-24,Chennai,243394,71636977.98,125427,61852450.47,56668,18067697.49,2.79
2024-03-24,Pune,228158,84134819.15,145666,62964177.34,47306,21808717.3,1.62
2024-03-24,Hyderabad,179574,82657959.34,113889,61465159.02,73698,18126459.96,1.47
2024-03-24,Ahmedabad,198816,73417546.87,122194,59186347.2,56434,22843018.44,0.96
2024-03-24,Kolkata,237807,82933006.42,135105,64498381.28,63045,20264448.39,1.81
2024-03-24,Jaipur,189499,85564995.57,124060,62587975.1,55599,18330170.27,1.76
2024-03-24,Surat,214310,96014316.91,118387,68592836.45,76519,19490408.0,2.82
2024-03-25,Mumbai,233466,89299885.37,115121,68866805.78,70563,22818532.25,1.83
2024-03-25,Delhi,247387,86577082.0,119553,68451201.58,68610,22442439.77,1.09
2024-03-25,Bangalore,195159,88539017.97,130574,60377095.68,64252,24129566.15,2.65
2024-03-25,Chennai,225892,87816385.53,119324,60182673.49,70919,19515103.89,0.88
2024-03-25,Pune,216860,84659057.3,139121,65649286.46,61556,19134403.29,1.21
2024-03-25,Hyderabad,196957,84159222.76,96172,68871965.1,64547,21057369.43,2.32
2024-03-25,Ahmedabad,212272,92128726.62,95850,72045479.08,69944,21563423.33,1.99
2024-03-25,Kolkata,210814,87103317.37,134079,62137088.27,58512,22712494.3,2.41
2024-03-25,Jaipur,193593,86417615.18,140387,64045595.49,76680,21414728.6,0.57
2024-03-25,Surat,168158,85343061.01,138731,65034183.48,60972,18776979.38,0.89
2024-03-26,Mumbai,281074,84043757.88,126209,66721599.44,72426,21722661.01,1.3
2024-03-26,Delhi,238007,89572479.18,112891,62024304.01,44977,21457031.62,1.17
2024-03-26,Bangalore,213645,87935806.9,122888,65724716.54,60345,23974293.55,1.71
2024-03-26,Chennai,242241,87746881.23,108123,65664390.4,65789,24160484.7,2.54
2024-03-26,Pune,205380,98486701.48,126298,65169120.09,65578,21082545.11,0.87
2024-03-26,Hyderabad,189331,91098701.53,159860,69014850.77,67294,21220191.07,0.83
2024-03-26,Ahmedabad,186767,74973819.73,108432,71513524.65,48770,19318380.91,1.62
2024-03-26,Kolkata,208656,84563934.51,124230,62975366.72,61084,18531128.12,2.06
2024-03-26,Jaipur,211417,87248130.66,112457,66158712.4,60664,22159524.17,1.31
2024-03-26,Surat,268400,84111731.79,113389,64670293.28,70600,21058108.6,2.68
2024-03-27,Mumbai,245952,95606206.23,125549,63193096.63,63444,17796484.29,2.33
2024-03-27,Delhi,191060,84907965.92,108865,63198406.0,58326,22468194.09,1.71
2024-03-27,Bangalore,191601,89446051.06,130113,60810199.46,65150,20078163.2,2.38
2024-03-27,Chennai,210744,74461189.09,127417,67447900.35,72315,24178055.39,2.68
2024-03-27,Pune,208136,82897314.2,141741,63484640.9,58152,20553943.67,1.24
2024-03-27,Hyderabad,237481,87173256.5,140226,63246054.9,71003,19104436.41,2.34
2024-03-27,Ahmedabad,204353,84807176.86,142761,68144419.95,63375,21261540.81,2.51
2024-03-27,Kolkata,253634,88751124.21,121055,70056820.17,67200,20450443.23,1.63
2024-03-27,Jaipur,208654,92202398.45,119106,62029372.9,68244,24728070.4,1.51
2024-03-27,Surat,277757,82963086.6,118158,58368913.31,57106,18110100.48,1.75
2024-03-28,Mumbai,205796,79338603.83,104299,60743934.1,55026,22396312.08,2.6
2024-03-28,Delhi,209950,89740008.57,119548,67212384.91,60583,19636269.01,1.35
2024-03-28,Bangalore,178718,78457721.91,154535,61222102.64,39005,20136167.8,0.65
2024-03-28,Chennai,214566,79604682.04,135789,62782811.47,66715,21323516.56,2.08
2024-03-28,Pune,182775,85168750.02,144699,71935618.92,62139,21114738.41,2.39
2024-03-28,Hyderabad,238447,87099750.65,141279,58758820.99,61101,19984312.44,2.14
2024-03-28,Ahmedabad,202686,90674180.0,138237,68608191.97,71435,20662311.33,1.77
2024-03-28,Kolkata,212530,97354201.02,147251,63491218.88,64351,21443314.12,1.42
2024-03-28,Jaipur,225858,80219516.21,126099,60857957.71,65756,19720234.74,0.57
2024-03-28,Surat,245325,91426393.24,107326,63954213.89,61584,20008794.08,1.66
2024-03-29,Mumbai,235826,91026579.99,96674,61223028.18,67955,22530214.34,2.96
2024-03-29,Delhi,230363,84350543.33,125673,60775672.79,43389,18357631.2,2.06
2024-03-29,Bangalore,217858,84781845.53,142853,64715943.91,65537,15768451.49,2.36
2024-03-29,Chennai,199388,82236139.55,131629,72284520.05,63411,18021184.66,1.65
2024-03-29,Pune,251761,93366000.34,136271,65539891.16,47524,19822379.58,0.76
2024-03-29,Hyderabad,202718,84557954.59,137242,66537272.11,50905,20261516.46,0.8
2024-03-29,Ahmedabad,229911,78034965.95,114957,61065366.97,64700,20669505.21,0.87
2024-03-29,Kolkata,237937,79065736.18,132329,63429843.5,55853,18785599.73,1.04
2024-03-29,Jaipur,209344,84947655.62,140560,62380731.43,70618,22210680.13,0.76
2024-03-29,Surat,181347,84290518.13,113196,59577751.88,50790,17891330.36,2.43
2024-03-30,Mumbai,211495,84977078.13,146148,72555350.6,65641,21087637.48,1.32
2024-03-30,Delhi,190443,75746100.14,138385,56173559.76,51882,19990245.1,2.76
2024-03-30,Bangalore,238007,79958888.05,115368,55986082.55,70907,19687924.83,2.34
2024-03-30,Chennai,150931,100199748.82,123366,65465082.58,61412,25998353.69,2.36
2024-03-30,Pune,215960,83516894.94,147813,65127220.04,70792,22182319.92,2.72
2024-03-30,Hyderabad,191860,84278821.87,143213,65635618.91,65177,19762207.16,0.79
2024-03-30,Ahmedabad,233681,94476736.46,99987,64381947.32,68468,22057441.55,2.22
2024-03-30,Kolkata,199819,90534826.13,140075,62488215.16,52644,22679962.38,1.81
2024-03-30,Jaipur,191805,89399758.92,122941,64777423.45,73402,18848387.34,0.87
2024-03-30,Surat,222839,84120572.4,128339,73068473.47,58953,19000183.17,1.94
2024-03-31,Mumbai,213019,79243395.4,118323,53578411.68,76264,20677102.35,2.14
2024-03-31,Delhi,206817,82188504.53,142350,57206341.11,70815,21746641.12,2.48
2024-03-31,Bangalore,201706,91481021.25,134365,58257491.42,56360,24765557.97,2.62
2024-03-31,Chennai,216101,88583080.38,148027,63665492.37,68411,22963734.01,1.54
2024-03-31,Pune,207848,90047483.25,151072,70280121.97,59308,19601759.91,2.79
2024-03-31,Hyderabad,204917,83460822.32,114183,64127296.95,50975,23867035.92,2.51
2024-03-31,Ahmedabad,177045,93268903.2,131588,64444930.41,73705,23308660.02,0.58
2024-03-31,Kolkata,187740,80483038.79,121785,60532201.18,75886,19927687.57,2.67
2024-03-31,Jaipur,230712,92629405.17,141093,68022514.23,46499,20781823.64,1.21
2024-03-31,Surat,219115,86220305.3,141779,65008446.71,67484,23575780.66,2.84
2024-04-01,Mumbai,183171,88543309.49,133318,58146839.45,76209,22601402.17,0.79
2024-04-01,Delhi,208099,81200520.66,115052,61633082.99,61459,20862708.64,2.03
2024-04-01,Bangalore,238765,91433689.71,138702,64557850.31,72413,20863926.57,2.41
2024-04-01,Chennai,198501,84190996.84,115676,66117340.3,64396,17417618.56,2.2
2024-04-01,Pune,217945,89692618.97,109178,69073503.63,59151,25382482.94,2.64
2024-04-01,Hyderabad,199714,73243183.56,149870,63146839.29,63319,22144816.7,1.69
2024-04-01,Ahmedabad,227452,87502707.38,112791,64299518.33,71289,16943696.96,1.54
2024-04-01,Kolkata,219682,88753053.7,120912,67284916.57,59357,21805026.05,2.27
2024-04-01,Jaipur,245930,86759458.2,117969,68026253.48,69202,19693171.45,0.94
2024-04-01,Surat,218722,79409031.7,120445,67566702.36,67707,22380851.52,1.95
2024-04-02,Mumbai,206966,86506150.99,106877,61128387.34,61543,19194165.84,1.39
2024-04-02,Delhi,228843,94126686.14,129721,61398661.12,35175,25130533.81,1.41
2024-04-02,Bangalore,191522,75359095.24,109592,64490024.87,58186,23397208.7,0.74
2024-04-02,Chennai,200185,79154973.43,109684,59670038.55,68333,22328987.63,0.98
2024-04-02,Pune,221564,81092024.48,140990,66724971.51,65944,20545876.46,1.22
2024-04-02,Hyderabad,214278,81578364.36,136703,61388377.68,70333,22515435.43,1.44
2024-04-02,Ahmedabad,255643,84190597.95,139968,54698588.9,53610,21667655.07,2.06
2024-04-02,Kolkata,243471,84469945.61,117843,65853524.75,80708,21245880.3,0.72
2024-04-02,Jaipur,201022,89490958.61,140288,64437391.71,48735,25153986.21,0.52
2024-04-02,Surat,219554,80256016.69,92151,63972439.23,62478,22695908.17,1.84
2024-04-03,Mumbai,236929,99741608.33,95257,63228831.04,63558,23368691.28,1.82
2024-04-03,Delhi,203179,87010722.45,130012,70970900.73,74610,22953747.27,2.69
2024-04-03,Bangalore,241101,83683291.28,142115,59174528.5,62018,20119765.3,0.58
2024-04-03,Chennai,183597,91514807.01,121763,58580407.94,56181,20829482.35,2.99
2024-04-03,Pune,236242,80743537.95,135339,63197121.23,71548,20992130.65,1.35
2024-04-03,Hyderabad,215073,84558629.41,112157,64755601.79,70784,20010673.42,0.59
2024-04-03,Ahmedabad,282187,80156412.64,128041,64560476.48,64443,17751856.25,2.78
2024-04-03,Kolkata,213485,85558296.01,111104,70892515.97,72368,21507167.02,0.73
2024-04-03,Jaipur,168586,81443001.28,117675,70763105.83,64115,24265123.95,2.68
2024-04-03,Surat,196219,82008923.71,132902,57504069.67,57871,20513282.68,2.99
2024-04-04,Mumbai,220675,90194834.08,132490,73226263.66,66026,23636824.17,0.82
2024-04-04,Delhi,196968,74892681.27,132071,66734348.17,67495,22590676.87,1.27
2024-04-04,Bangalore,196305,89377753.99,149693,62857934.52,74455,22359035.24,1.14
2024-04-04,Chennai,198495,89486129.96,92996,71060569.65,55133,21867295.4,1.4
2024-04-04,Pune,229548,96359133.41,139586,77247888.92,52659,18705933.64,1.89
2024-04-04,Hyderabad,208914,82872591.49,117259,61459672.24,53380,24836844.11,0.93
2024-04-04,Ahmedabad,208493,91445844.5,114498,61414219.84,69515,23227318.35,1.97
2024-04-04,Kolkata,191381,87751463.32,133753,59456880.27,70070,20939955.88,2.03
2024-04-04,Jaipur,154488,85762781.22,115220,70969059.86,69795,22007699.83,2.99
2024-04-04,Surat,226703,83178519.97,126500,59221081.81,66652,19769518.16,1.67
2024-04-05,Mumbai,246833,91799195.46,105066,68279332.21,66175,24152886.22,1.72
2024-04-05,Delhi,257679,87712676.44,123658,60815470.42,59224,23048583.53,1.73
2024-04-05,Bangalore,246604,92071930.52,139644,66310893.83,77924,19787616.35,2.33
2024-04-05,Chennai,206320,89938052.31,148311,68673575.92,73837,21083095.63,2.23
2024-04-05,Pune,190257,89612747.54,106208,56038848.84,70816,24606926.01,0.71
2024-04-05,Hyderabad,209390,75716872.1,143513,68290654.59,55681,21465207.69,1.23
2024-04-05,Ahmedabad,232749,82250213.89,126786,58882341.38,66155,21666545.79,3.0
2024-04-05,Kolkata,233254,90371248.84,94745,58598913.79,82174,20430638.84,2.44
2024-04-05,Jaipur,212467,91861125.31,117313,61523560.14,57293,22741522.49,1.5
2024-04-05,Surat,197111,83246143.15,99113,69602389.98,52607,21148938.04,2.42
2024-04-06,Mumbai,191685,79171597.64,122461,57801953.86,81340,16400213.99,2.92
2024-04-06,Delhi,220078,90507657.96,130962,62695544.64,66844,20445227.07,1.48
2024-04-06,Bangalore,191263,73485010.3,108242,66272710.29,63592,23155793.43,0.92
2024-04-06,Chennai,199246,89912601.15,132405,59786295.4,71064,25515140.18,2.14
2024-04-06,Pune,213990,80655757.75,132470,64345824.3,63801,21085684.23,2.85
2024-04-06,Hyderabad,217784,81954986.16,149567,62839219.45,54016,21452434.21,2.23
2024-04-06,Ahmedabad,227466,90890838.38,145685,63914899.47,61043,20188840.59,1.72
2024-04-06,Kolkata,228160,85404628.06,128019,68436307.48,62359,20911077.96,1.44
2024-04-06,Jaipur,233247,95684947.37,144763,61506006.2,64175,24853467.79,0.74
2024-04-06,Surat,220521,89345287.86,139180,58522743.99,79443,18933429.33,1.68
2024-04-07,Mumbai,252763,85634552.41,117683,65495560.19,63102,20686542.88,1.58
2024-04-07,Delhi,234368,79215033.41,139317,60671102.81,60870,22240037.07,2.13
2024-04-07,Bangalore,219946,90479418.59,119836,65168879.07,63402,25134732.65,2.3
2024-04-07,Chennai,217806,93634177.02,118777,62803582.27,64835,21510424.99,0.81
2024-04-07,Pune,181825,80347102.66,128212,69459319.15,59565,20690052.06,1.66
2024-04-07,Hyderabad,198186,89066347.13,134150,60492002.89,63622,18183193.47,0.63
2024-04-07,Ahmedabad,225097,96674500.29,108011,68384419.21,72145,20176519.52,2.3
2024-04-07,Kolkata,255575,92438462.94,137024,70790421.32,65298,21616799.08,1.28
2024-04-07,Jaipur,219054,83641473.26,109433,62461383.33,66978,22491230.29,1.35
2024-04-07,Surat,236781,81346752.76,137563,68087010.55,53912,22933998.24,2.63
2024-04-08,Mumbai,218157,95222165.17,174125,66701612.48,69324,23133207.81,2.64
2024-04-08,Delhi,266402,87012881.45,122706,67071026.88,82715,19478826.71,2.79
2024-04-08,Bangalore,199767,80179469.93,140107,57796907.0,67289,23387369.52,1.1
2024-04-08,Chennai,223130,91403243.22,119637,59410821.32,70569,23347570.99,1.94
2024-04-08,Pune,222988,84132022.26,146244,61522456.98,53504,23320014.35,1.03
2024-04-08,Hyderabad,207687,83413966.66,135368,60057906.86,77827,25329087.89,2.1
2024-04-08,Ahmedabad,225736,78549116.09,126374,74007376.16,60945,24833706.8,0.82
2024-04-08,Kolkata,202684,81741159.76,154825,64746939.08,73588,22455421.45,1.72
2024-04-08,Jaipur,179708,78801037.49,132721,66762082.09,76407,22946032.29,1.9
2024-04-08,Surat,205388,81421187.72,123860,64881917.39,78122,20746408.81,0.91
2024-04-09,Mumbai,191025,88585481.85,138561,69430389.46,55052,18335102.46,0.89
2024-04-09,Delhi,216572,93153487.89,145654,65392367.32,75222,24676330.04,1.03
2024-04-09,Bangalore,214131,85913419.36,131032,65706930.25,49735,23390630.46,1.58
2024-04-09,Chennai,229860,93697952.67,131600,76122560.13,57524,19982057.58,1.87
2024-04-09,Pune,233163,86963353.41,132647,60791107.56,68316,23393222.59,1.0
2024-04-09,Hyderabad,206766,86884109.32,143867,69064952.63,72665,21691267.28,2.75
2024-04-09,Ahmedabad,205474,79761618.27,135321,62690599.13,71517,21600271.38,1.02
2024-04-09,Kolkata,204485,87424676.83,109544,66222010.61,64359,21305078.97,1.17
2024-04-09,Jaipur,204088,93052371.67,120261,59263015.05,65887,21646983.54,1.39
2024-04-09,Surat,222441,89629161.42,123680,65951131.61,61612,22550443.56,2.11
2024-04-10,Mumbai,278349,92076761.94,137975,59770173.13,72988,20517562.42,1.14
2024-04-10,Delhi,207940,86282685.02,132609,61670066.34,70064,19529332.91,2.46
2024-04-10,Bangalore,230057,86050261.13,123011,66048027.02,71896,21610502.47,1.6
2024-04-10,Chennai,215666,93171791.43,134380,68140681.37,70992,24639366.15,1.47
2024-04-10,Pune,156785,98015531.61,124945,63981067.38,64281,22432043.73,0.51
2024-04-10,Hyderabad,267710,86293569.84,119132,62350858.91,61638,24464259.74,2.79
2024-04-10,Ahmedabad,211211,85055869.17,90264,62524658.88,70961,21551591.72,2.14
2024-04-10,Kolkata,197735,83472687.9,107883,55225446.89,51786,23008329.3,2.42
2024-04-10,Jaipur,218933,81528222.8,109523,67055914.99,68301,24072442.8,2.11
2024-04-10,Surat,235291,86373430.19,114622,71354805.69,72321,21160288.41,0.93
2024-04-11,Mumbai,227393,86008833.17,132738,61318134.2,65902,21872248.8,2.13
2024-04-11,Delhi,231765,81735602.38,130058,66632616.43,69069,18178465.19,2.23
2024-04-11,Bangalore,230735,81614306.25,158376,70799827.67,57553,20589751.78,2.06
2024-04-11,Chennai,177953,91548682.42,113751,59166634.08,68769,21595112.29,2.41
2024-04-11,Pune,216571,92871757.95,106372,65397508.83,59817,25160907.16,2.36
2024-04-11,Hyderabad,196480,85321099.51,136831,62851431.36,57270,19675375.06,2.82
2024-04-11,Ahmedabad,199071,88210007.66,122554,61866002.66,77581,22799541.34,1.19
2024-04-11,Kolkata,206990,87559095.29,172273,55100896.78,63730,23146249.28,1.62
2024-04-11,Jaipur,222599,81981523.59,136684,61494846.93,65999,20798047.26,1.97
2024-04-11,Surat,217752,97902531.32,132835,70544409.47,64598,23432500.45,2.48
2024-04-12,Mumbai,186089,75719454.79,156858,66966201.76,69605,24854406.21,1.62
2024-04-12,Delhi,224920,85271801.79,149239,62637443.34,76204,19087521.4,1.3
2024-04-12,Bangalore,200257,83542689.44,140086,61872082.59,50143,18210464.02,2.92
2024-04-12,Chennai,232868,86012401.05,116908,57949100.47,73452,16817369.06,1.96
2024-04-12,Pune,232954,82960208.98,125930,64888743.26,76268,22503299.68,1.13
2024-04-12,Hyderabad,212503,89498162.46,132549,67076623.48,66756,22266898.42,0.57
2024-04-12,Ahmedabad,217272,82509400.8,127949,60225509.71,64548,21824333.05,1.72
2024-04-12,Kolkata,249505,79131811.94,119763,61485307.97,67463,22371731.15,2.47
2024-04-12,Jaipur,211350,94825423.96,118028,71261716.58,62947,19807716.43,0.9
2024-04-12,Surat,182767,82008419.99,102414,70124521.58,65857,25699501.97,2.8
2024-04-13,Mumbai,222342,83398685.27,135616,65528384.68,52319,19564379.99,0.93
2024-04-13,Delhi,216783,77179665.03,121664,68377159.37,60699,20054168.78,0.75
2024-04-13,Bangalore,193201,82187004.83,142334,65746461.5,63624,21653677.87,1.05
2024-04-13,Chennai,244782,84022513.87,128549,70333649.09,69471,18610968.48,1.16
2024-04-13,Pune,233098,83286464.61,127992,55802308.09,73367,23184301.71,2.16
2024-04-13,Hyderabad,248666,92733666.98,117760,58663090.18,59500,22012735.4,1.24
2024-04-13,Ahmedabad,234999,73635990.95,159371,64456759.53,72876,21517598.43,1.45
2024-04-13,Kolkata,213380,86631576.76,142526,63201592.17,54603,19904898.49,1.86
2024-04-13,Jaipur,217809,82160966.53,115187,58360002.07,70301,24057453.67,1.62
2024-04-13,Surat,248345,88906041.02,117751,67471892.13,56211,18784067.14,0.97
2024-04-14,Mumbai,221029,94022366.65,147943,57992721.46,58156,24479540.91,1.67
2024-04-14,Delhi,219810,83098251.82,115340,56557078.98,81257,19287036.68,1.93
2024-04-14,Bangalore,210344,86402191.01,144741,66246119.49,61757,20612313.27,1.85
2024-04-14,Chennai,182318,82707877.8,121695,63432061.95,66972,21058344.58,2.29
2024-04-14,Pune,209553,84313690.63,116113,69051053.88,65260,22461020.68,0.98
2024-04-14,Hyderabad,207526,91184233.64,113976,59767547.62,59503,22790058.21,1.45
2024-04-14,Ahmedabad,190295,82490202.38,157417,67843144.41,60427,24009944.29,2.53
2024-04-14,Kolkata,196297,86208213.4,132633,70127882.52,70507,21986982.71,1.9
2024-04-14,Jaipur,216966,76712232.86,119347,60868943.93,59127,25549809.79,2.07
2024-04-14,Surat,205706,92212459.67,153576,66540887.57,67861,25537243.12,1.46
2024-04-15,Mumbai,185926,76042570.97,151645,60673435.33,58831,23825462.65,0.61
2024-04-15,Delhi,238648,91644668.58,144378,60885883.45,68376,20089142.71,1.83
2024-04-15,Bangalore,208534,85721822.89,133963,69221792.95,55573,21904553.9,1.72
2024-04-15,Chennai,181435,81859301.85,147426,67140787.05,67037,22506980.78,1.21
2024-04-15,Pune,194138,88307871.89,135093,61346597.29,66390,19653033.09,1.05
2024-04-15,Hyderabad,188563,89485174.21,132029,60664165.51,68625,23433979.62,2.55
2024-04-15,Ahmedabad,228687,84920922.11,146679,63495645.11,50038,21214341.42,1.15
2024-04-15,Kolkata,199716,87406491.95,127603,66282524.46,54944,20124480.88,0.51
2024-04-15,Jaipur,233856,95786915.49,126670,67344715.65,69423,25048631.78,1.4
2024-04-15,Surat,220749,82752343.57,130100,63018751.05,78034,23135939.85,2.98
2024-04-16,Mumbai,198416,80522007.04,150559,61359522.86,70846,20221341.69,2.08
2024-04-16,Delhi,232894,82245019.72,134348,63847839.61,56886,17814839.78,1.67
2024-04-16,Bangalore,232296,87682162.9,120248,58704373.94,47413,21808262.37,2.94
2024-04-16,Chennai,213364,96390746.38,126729,72183094.43,65360,20934165.72,2.06
2024-04-16,Pune,196705,86936435.57,135585,60504334.39,71676,19921682.03,1.79
2024-04-16,Hyderabad,216236,78572877.48,135422,65417436.5,61348,23037733.61,0.99
2024-04-16,Ahmedabad,241442,89176448.38,114607,56623536.04,57152,22037276.07,1.01
2024-04-16,Kolkata,209941,78482261.08,130170,62403912.3,74337,22597845.07,1.28
2024-04-16,Jaipur,233067,97877598.27,140111,62925280.57,57237,23763510.04,2.38
2024-04-16,Surat,233986,80590969.1,135987,62012811.72,68718,18424560.11,0.93
2024-04-17,Mumbai,212824,87400605.34,123826,63315405.6,66480,19536157.15,2.94
2024-04-17,Delhi,191778,94937511.5,128155,64560862.58,77163,19781930.65,0.58
2024-04-17,Bangalore,237186,85032478.28,126581,59371341.0,83127,26981648.73,2.37
2024-04-17,Chennai,243157,82912253.97,166932,64073335.53,64850,22867173.28,1.55
2024-04-17,Pune,217565,87926360.42,110489,61971382.51,69942,18708772.86,2.79
2024-04-17,Hyderabad,236754,84186589.35,152658,65843523.14,63526,24189928.55,1.4
2024-04-17,Ahmedabad,261720,83595749.11,150862,62483484.52,62723,22831442.16,2.91
2024-04-17,Kolkata,236894,88452292.76,125790,63231337.43,54927,19395439.56,0.93
2024-04-17,Jaipur,212141,92478330.77,131694,67240314.46,66365,19290169.15,2.98
2024-04-17,Surat,220533,97517777.79,110863,60979475.9,50355,21912968.56,0.76
2024-04-18,Mumbai,218997,80285966.66,127892,64906997.04,79411,21080254.3,2.73
2024-04-18,Delhi,252155,90242086.36,129339,55270345.41,73263,23765382.49,1.56
2024-04-18,Bangalore,234567,87357256.72,153619,70924503.65,62261,22268440.23,1.81
2024-04-18,Chennai,214736,89024090.46,143125,58290839.82,67751,18527930.43,0.89
2024-04-18,Pune,257083,94667647.64,100425,59627274.89,58435,19187945.33,1.75
2024-04-18,Hyderabad,234345,83105673.54,113743,69201029.38,53573,22700623.46,0.53
2024-04-18,Ahmedabad,225008,86322706.43,143577,67054193.55,61913,17693900.62,1.49
2024-04-18,Kolkata,197436,92928017.03,132952,65233311.6,81311,17329232.68,1.76
2024-04-18,Jaipur,203567,91369848.08,138894,62234906.39,72186,21370963.47,2.11
2024-04-18,Surat,201154,87515885.28,145185,70077862.43,53539,23484865.27,2.87
2024-04-19,Mumbai,198234,84513725.26,141478,64657819.19,56931,22919686.83,2.79
2024-04-19,Delhi,206808,91647751.76,142230,65582384.85,61867,23820827.11,0.96
2024-04-19,Bangalore,219047,78957414.99,123549,65613955.67,75622,21064299.18,1.61
2024-04-19,Chennai,235456,83448414.94,125081,59511427.13,67521,13116608.23,1.79
2024-04-19,Pune,219379,78596895.39,106579,64832132.37,68155,23270676.98,0.9
2024-04-19,Hyderabad,245006,88435895.49,130380,62762870.09,53767,20709824.6,1.45
2024-04-19,Ahmedabad,235445,78411164.79,140525,59099591.97,66398,23774833.77,2.33
2024-04-19,Kolkata,247419,72479059.03,145759,67778994.52,69883,23086004.05,2.61
2024-04-19,Jaipur,206044,77803531.83,107794,75592439.17,68036,21209785.84,0.65
2024-04-19,Surat,203098,80395403.2,136658,72114201.63,61849,23193637.6,1.11
2024-04-20,Mumbai,200542,87023841.5,105163,59851190.67,66459,21482179.1,1.46
2024-04-20,Delhi,218113,79397653.42,150251,66955996.22,67725,23660791.43,0.59
2024-04-20,Bangalore,239794,86770021.56,141734,67003592.04,62752,22001265.74,2.92
2024-04-20,Chennai,219785,81624003.98,120291,71253586.98,65564,19306554.0,1.34
2024-04-20,Pune,246150,79742752.62,133003,69568599.22,74777,24544847.35,1.88
2024-04-20,Hyderabad,196519,78878786.54,139583,64217841.26,67869,24425085.55,2.78
2024-04-20,Ahmedabad,233405,81985605.67,154609,68275629.28,73020,19409557.1,1.52
2024-04-20,Kolkata,227351,89797408.59,121061,62967456.84,68807,25564222.96,1.89
2024-04-20,Jaipur,230765,89381394.62,135942,58534414.68,66261,21976602.48,1.22
2024-04-20,Surat,212384,85108203.48,129643,68181056.67,63343,21679022.65,0.63
2024-04-21,Mumbai,237833,96528635.93,115248,66124342.46,74895,20643179.76,0.94
2024-04-21,Delhi,215887,80142184.51,128111,67100825.72,73904,25601849.21,0.87
2024-04-21,Bangalore,219854,86797372.71,140060,61274835.02,53399,20686964.58,1.05
2024-04-21,Chennai,224878,82569946.89,144124,70332685.11,55521,18934326.11,1.08
2024-04-21,Pune,216825,80816266.01,133424,64481183.07,61867,24305354.05,0.78
2024-04-21,Hyderabad,217481,89159583.2,107231,62738457.95,65428,20818685.52,1.44
2024-04-21,Ahmedabad,234357,79748577.82,110681,57931564.57,65882,21033899.45,0.81
2024-04-21,Kolkata,232895,82116164.87,116059,63169588.68,53132,22603979.33,1.18
2024-04-21,Jaipur,248375,90975877.72,128590,72763289.7,77975,21273603.96,0.98
2024-04-21,Surat,227297,82068719.08,157188,62279054.04,58052,19248114.74,2.74
2024-04-22,Mumbai,257364,78674043.24,129449,63244567.35,73749,22562490.73,1.99
2024-04-22,Delhi,193947,84758816.57,112792,67763950.94,76026,21117182.89,0.82
2024-04-22,Bangalore,210627,84713869.4,104393,66845833.19,48600,21859728.49,1.77
2024-04-22,Chennai,254846,86892085.14,129283,73693295.18,65951,18284566.43,2.2
2024-04-22,Pune,199803,86733788.26,124481,60248524.77,72951,23065421.09,1.69
2024-04-22,Hyderabad,205416,82817481.4,100629,60569014.17,57675,21000671.88,2.78
2024-04-22,Ahmedabad,216646,84673072.05,115075,63668017.0,71892,22569312.14,0.56
2024-04-22,Kolkata,193904,96994311.41,133224,69932128.79,69994,25073327.96,0.6
2024-04-22,Jaipur,190721,85499903.38,137779,68041900.38,61800,27749694.02,1.14
2024-04-22,Surat,265875,85041650.26,147320,69170527.91,52842,22438804.97,1.85
2024-04-23,Mumbai,142769,89328618.72,114722,64989093.01,58366,19886913.69,1.11
2024-04-23,Delhi,233002,82651180.67,121997,69772552.72,72778,20766502.95,2.06
2024-04-23,Bangalore,240697,81764141.0,147029,57676622.36,63654,22870107.27,1.85
2024-04-23,Chennai,250360,86091514.23,133578,62909752.18,63934,25292908.16,0.76
2024-04-23,Pune,235317,81111249.14,127896,69394730.2,52386,22532951.81,1.53
