date,branch,gold_loan_amt,home_loan_amt,personal_loan_amt,fd_deposit_amt,casa_balance,npa_percent
2024-03-02,Mumbai,1442332.28,4445337.13,1286523.78,7175781.24,3246149.34,3.34
2024-03-02,Delhi,1435774.98,4867023.01,1483789.64,7956087.43,3178972.81,5.22
2024-03-02,Bangalore,1381785.69,5371168.98,1434381.6,5842840.91,3246923.56,5.99
2024-03-02,Chennai,1031886.88,5357800.91,1108550.46,6594543.23,3003798.88,2.63
2024-03-02,Pune,1425844.72,4547658.35,1206003.78,8492086.49,2525235.43,4.38
2024-03-02,Hyderabad,1329075.03,4544358.87,1277337.74,8802473.52,2671608.86,4.28
2024-03-02,Ahmedabad,1685680.97,4733909.69,1229021.29,7114349.36,3193782.68,3.04
2024-03-02,Kolkata,1844801.4,5469297.03,1511535.62,7619690.4,3347496.63,4.44
2024-03-02,Jaipur,1316653.31,5134040.87,1154450.41,6244092.52,3198685.39,3.15
2024-03-02,Surat,2063381.81,5151605.26,1201374.22,7828046.77,2810728.06,2.1
2024-03-03,Mumbai,1678579.95,5218446.81,1219704.75,6413304.76,3165000.94,4.2
2024-03-03,Delhi,1390455.27,5453690.49,848899.37,7193406.54,3108404.0,2.09
2024-03-03,Bangalore,1593735.2,5708810.94,1271894.13,7776225.26,3000988.76,5.0
2024-03-03,Chennai,1817031.05,5229409.06,1365040.11,6863040.75,2848649.04,2.79
2024-03-03,Pune,1378369.55,4605355.89,1565795.9,8040566.34,3686969.67,2.33
2024-03-03,Hyderabad,1294339.05,4387345.02,1251756.32,6772222.48,2609536.42,5.25
2024-03-03,Ahmedabad,1766799.82,5466424.32,1593457.73,6301815.8,3482480.84,5.73
2024-03-03,Kolkata,1782896.11,5489815.89,1180919.87,7045873.05,3232460.7,2.88
2024-03-03,Jaipur,1969171.25,5155351.99,1358156.4,6727749.64,2851791.48,3.64
2024-03-03,Surat,1769605.27,5443525.59,1266202.87,7838307.39,2876323.96,5.06
2024-03-04,Mumbai,1343878.67,5010947.01,1422659.68,7774197.14,2669668.64,4.02
2024-03-04,Delhi,1619760.3,4803062.92,962477.78,8019042.61,3330952.38,2.93
2024-03-04,Bangalore,1228970.05,4831156.59,1330084.36,6827940.49,3021479.09,5.01
2024-03-04,Chennai,1700775.51,4379652.11,1058786.51,7206249.92,2869010.57,2.44
2024-03-04,Pune,1379940.52,4582930.54,1277821.35,7352164.65,3336760.28,5.43
2024-03-04,Hyderabad,1458308.79,4866110.58,1303281.53,7425656.23,3138369.45,4.73
2024-03-04,Ahmedabad,1548730.92,4081399.15,1262631.76,8589835.46,2983085.85,5.21
2024-03-04,Kolkata,1397047.69,5091020.25,1290507.71,7965066.32,3334454.87,5.25
2024-03-04,Jaipur,1517925.17,5332177.98,1397082.81,7760375.99,2740792.67,5.49
2024-03-04,Surat,1716448.63,5052427.73,1517313.22,7003445.31,3419420.7,2.67
2024-03-05,Mumbai,1584882.59,5794274.83,1331759.06,6697348.56,3865414.8,3.84
2024-03-05,Delhi,1602649.62,5355466.23,1296887.96,6856769.73,3193433.07,5.36
2024-03-05,Bangalore,1799435.39,5705602.05,1373416.1,7028898.3,2918987.43,3.63
2024-03-05,Chennai,1616650.19,5197525.91,1267393.35,6366142.82,3341601.16,3.0
2024-03-05,Pune,1519026.59,5318728.14,1157197.03,8061283.9,3227291.1,3.48
2024-03-05,Hyderabad,1556141.87,4453973.23,1044389.84,5538365.62,3387812.0,5.52
2024-03-05,Ahmedabad,2217374.39,6350884.79,1210311.68,7158156.13,3404232.04,3.66
2024-03-05,Kolkata,1899534.83,5882030.2,1179276.88,7539932.96,2945908.81,4.59
2024-03-05,Jaipur,1300382.43,3964869.77,1371220.6,6711180.87,2471076.16,4.38
2024-03-05,Surat,1577941.16,5158580.88,1241660.12,7082612.9,3287892.9,2.22
2024-03-06,Mumbai,1472224.66,4466570.68,1128313.83,7550432.9,3197139.93,3.72
2024-03-06,Delhi,1583454.35,5180001.28,1077643.86,6463348.25,2636084.81,4.49
2024-03-06,Bangalore,1427755.94,5332401.37,1433034.0,6949824.85,2883075.46,4.7
2024-03-06,Chennai,1142167.37,5750207.01,1243338.5,7095900.28,3563430.37,5.96
2024-03-06,Pune,1615260.0,5156773.75,1113084.4,7737521.91,3167429.63,5.43
2024-03-06,Hyderabad,1552387.14,5311392.26,1151853.07,6347095.63,2937316.79,5.28
2024-03-06,Ahmedabad,1755626.83,4905629.05,1117887.21,6756863.92,2548911.52,3.67
2024-03-06,Kolkata,1646123.5,5637455.92,1192326.39,7217638.9,3381234.2,3.32
2024-03-06,Jaipur,1517708.82,4993843.08,1077530.78,6501301.19,3241338.57,2.49
2024-03-06,Surat,1435061.03,4702409.25,1288503.11,7527958.3,2952592.08,4.18
2024-03-07,Mumbai,1670601.85,4951988.26,1279452.98,7081835.72,3101442.07,5.08
2024-03-07,Delhi,1482228.76,4834837.42,1101556.65,6702805.43,2645688.72,3.57
2024-03-07,Bangalore,1298009.4,5247362.38,1101262.57,7549338.24,3109757.79,5.19
2024-03-07,Chennai,1142807.03,5573230.51,1441116.64,7332278.71,2728476.19,2.35
2024-03-07,Pune,1288254.63,4238860.52,1180282.48,7154312.8,2975759.06,5.79
2024-03-07,Hyderabad,1304879.29,5373391.7,1154476.69,8045900.54,2923748.05,3.37
2024-03-07,Ahmedabad,1306502.59,5416824.89,1422734.02,7529066.84,3036237.74,3.25
2024-03-07,Kolkata,1440353.83,4440914.48,1444162.54,7415455.54,2762953.36,5.26
2024-03-07,Jaipur,1349501.75,5004726.07,1144410.63,6791072.78,3402357.87,4.4
2024-03-07,Surat,1266097.87,4656147.09,1457295.81,6928916.04,3264377.51,3.88
2024-03-08,Mumbai,1441802.28,5422596.14,1441122.18,6547952.06,2987174.88,4.44
2024-03-08,Delhi,1518976.45,4855296.39,1025728.72,6902019.64,3018635.09,5.64
2024-03-08,Bangalore,1548793.8,5056083.75,1182552.73,6782780.95,3199568.62,5.54
2024-03-08,Chennai,1892052.69,5966011.64,1614464.04,6942901.95,2967468.74,5.67
2024-03-08,Pune,1323423.97,4404299.04,1125578.95,7973596.78,3395052.41,2.2
2024-03-08,Hyderabad,1600479.08,5043310.38,981328.76,7695793.43,2842319.75,5.68
2024-03-08,Ahmedabad,1169137.87,4707428.25,1230266.34,7567053.99,2419590.57,5.64
2024-03-08,Kolkata,1516738.97,5949516.52,1301904.3,6898948.16,3431283.07,3.73
2024-03-08,Jaipur,1469006.0,5685093.25,1456220.29,7675111.5,3233617.12,3.58
2024-03-08,Surat,1628721.52,5103202.18,1151986.53,6890755.03,3701993.4,5.0
2024-03-09,Mumbai,1825099.36,4442676.64,1331673.74,6780907.81,2662984.12,3.17
2024-03-09,Delhi,1596192.84,5109764.13,1499010.76,6689468.08,2299073.16,5.59
2024-03-09,Bangalore,1934718.09,5285929.36,1187069.25,6238183.61,3020523.02,2.0
2024-03-09,Chennai,1481435.18,5559136.76,1056624.12,7350610.87,3478884.78,2.61
2024-03-09,Pune,1689872.65,5959992.21,1378451.87,7710029.26,3120638.68,3.37
2024-03-09,Hyderabad,1631302.92,4874599.51,1271287.01,7863365.68,2931512.66,4.39
2024-03-09,Ahmedabad,1427545.72,3934212.64,1176864.56,7804719.1,3268772.8,2.73
2024-03-09,Kolkata,1639548.92,4545371.55,1201779.81,7433103.06,3672178.84,4.54
2024-03-09,Jaipur,1430921.93,4853913.83,1226384.35,7089413.01,3448441.84,4.67
2024-03-09,Surat,1589550.86,5474333.44,1227782.88,7444742.12,3154685.83,4.11
2024-03-10,Mumbai,1425907.94,5360321.56,1289676.49,6068594.68,3728940.63,2.67
2024-03-10,Delhi,1818784.34,5926663.57,1009227.3,7289283.44,3142005.97,4.37
2024-03-10,Bangalore,1669290.55,4629565.69,1452835.69,8259829.46,4081740.81,3.34
2024-03-10,Chennai,1319299.08,4441990.76,1255394.09,6917552.48,3260809.42,2.34
2024-03-10,Pune,1949710.93,4771830.41,979281.02,6948986.6,2490407.37,5.73
2024-03-10,Hyderabad,1707152.48,5174879.91,1368626.14,7975929.11,2836967.47,2.15
2024-03-10,Ahmedabad,1121850.73,5006825.96,1496411.21,7465354.15,2835514.76,5.89
2024-03-10,Kolkata,1545294.0,6409123.8,1299915.27,7179448.76,2608294.13,3.72
2024-03-10,Jaipur,1450726.14,5500088.3,1244911.74,6369067.01,2797807.38,2.15
2024-03-10,Surat,1592856.89,5781585.01,1208413.11,6918199.92,2612913.98,2.16
2024-03-11,Mumbai,2001676.87,4438244.24,954501.42,7731609.18,2894281.33,3.47
2024-03-11,Delhi,1486624.83,5287513.08,1191291.7,7419210.58,3420497.04,4.8
2024-03-11,Bangalore,1730980.27,4442102.5,1063283.38,5481932.15,2853687.26,3.27
2024-03-11,Chennai,1750537.56,5627102.75,1237279.97,7820584.34,3789413.09,3.0
2024-03-11,Pune,1745514.02,4960185.6,1350783.77,8992900.41,3072601.56,4.41
2024-03-11,Hyderabad,1633914.56,5296777.05,1158148.99,7322101.24,3325388.02,2.5
2024-03-11,Ahmedabad,1855174.56,5407169.01,1391348.51,7097815.57,3337844.02,4.49
2024-03-11,Kolkata,1610308.44,4969994.4,1122843.82,7719256.28,3455049.63,3.2
2024-03-11,Jaipur,1670905.3,4810303.03,1003289.96,7155014.26,2966534.48,3.3
2024-03-11,Surat,1575920.07,4567833.0,1225731.05,7064886.75,2992713.1,5.08
2024-03-12,Mumbai,1900903.52,4187748.1,1446257.09,7109130.62,3373530.04,3.55
2024-03-12,Delhi,1569776.89,5084399.94,1267728.78,7352280.09,3236163.8,3.45
2024-03-12,Bangalore,1529748.16,5292211.9,1434387.84,6607346.21,3291489.25,4.95
2024-03-12,Chennai,1431082.8,5093854.39,1145541.07,6639372.88,2768093.42,5.93
2024-03-12,Pune,1833057.2,5636325.49,1232870.51,7399552.6,3015093.57,5.48
2024-03-12,Hyderabad,1834198.42,4827376.11,1072617.79,6883079.7,3547075.88,4.43
2024-03-12,Ahmedabad,1890748.89,4984547.22,1204902.82,6074236.68,2965218.02,3.6
2024-03-12,Kolkata,1337906.07,5239422.22,1143902.91,8294985.73,3417156.75,3.68
2024-03-12,Jaipur,1400989.87,6035001.82,1204846.52,7249921.49,3439008.94,2.15
2024-03-12,Surat,1816658.92,5257258.39,1236019.13,7289873.96,2263631.18,5.64
2024-03-13,Mumbai,1682233.24,6028670.34,1302455.51,7445723.42,2635922.52,3.54
2024-03-13,Delhi,1008912.72,4783310.43,1237835.31,5885292.55,3518142.76,5.51
2024-03-13,Bangalore,1663098.4,4932701.25,1142216.9,7304318.97,3111987.14,3.16
2024-03-13,Chennai,1653420.16,5773720.34,1227972.91,6660690.95,2920310.95,2.52
2024-03-13,Pune,1758377.21,4811197.87,1003448.38,7152151.7,2957518.74,5.76
2024-03-13,Hyderabad,1353793.76,4491482.1,1233691.32,7190529.09,3411240.83,4.84
2024-03-13,Ahmedabad,1611673.84,4916227.48,1111675.7,6888421.4,2959201.84,3.87
2024-03-13,Kolkata,1628483.39,4502052.83,1543803.98,7152596.2,3399065.48,4.14
2024-03-13,Jaipur,1059428.13,4923135.11,1413720.45,6278793.18,2173227.87,3.11
2024-03-13,Surat,1672348.37,4326924.52,1337153.65,6831914.04,2619553.53,6.0
2024-03-14,Mumbai,1577663.97,4857912.11,1320614.59,5480207.68,2843061.91,2.35
2024-03-14,Delhi,1321319.01,5099743.15,1310664.46,7782216.03,3155057.04,2.02
2024-03-14,Bangalore,1564180.38,5471857.85,1532462.26,6955889.74,3210390.4,4.13
2024-03-14,Chennai,1180809.24,4573027.57,1191653.7,8817426.48,3096890.79,2.91
2024-03-14,Pune,1942155.94,5400012.43,1286801.51,7260821.03,2621034.41,5.09
2024-03-14,Hyderabad,1835760.27,4977109.04,1067973.28,6726161.64,2515519.6,5.13
2024-03-14,Ahmedabad,1856014.01,5141956.96,957430.94,7810276.84,2926072.98,2.9
2024-03-14,Kolkata,1699588.19,4292632.65,1248826.54,5449213.59,3293400.65,5.87
2024-03-14,Jaipur,1777668.69,5291678.93,1276377.33,6576618.31,3182215.04,4.87
2024-03-14,Surat,1769397.42,4790119.01,1206841.88,5849203.11,2828963.88,5.47
2024-03-15,Mumbai,1713023.39,5033723.15,1235094.04,7566093.16,3201498.07,4.75
2024-03-15,Delhi,1141626.71,5672171.93,1104396.56,6279999.56,2731122.8,3.26
2024-03-15,Bangalore,1136178.96,5132485.95,1151313.03,6657589.01,3089806.8,3.78
2024-03-15,Chennai,1630987.51,5335185.44,1251535.3,7743712.38,2765546.55,4.86
2024-03-15,Pune,1393916.17,5290377.84,1173215.15,7374535.43,3580490.66,2.84
2024-03-15,Hyderabad,1681102.73,5112902.41,1431852.63,6983724.42,3004860.59,5.81
2024-03-15,Ahmedabad,1805750.53,4393163.47,1080280.85,7337563.79,2804673.9,2.85
2024-03-15,Kolkata,1391130.64,6040412.84,1132640.36,6894847.0,2725125.79,3.56
2024-03-15,Jaipur,1424832.82,5564518.93,1213768.81,6969937.65,3124800.02,5.11
2024-03-15,Surat,1193440.28,5237723.88,1260834.45,8126735.92,2785833.81,3.25
2024-03-16,Mumbai,1588307.44,5012913.34,1241907.17,7195727.68,3492313.05,5.06
2024-03-16,Delhi,1332839.08,5673603.44,1153322.83,6972604.71,2555964.61,4.91
2024-03-16,Bangalore,1697632.68,4589022.13,1362455.37,7386641.43,3259733.17,4.27
2024-03-16,Chennai,1422293.8,5083503.8,970009.01,7798301.11,2551039.51,5.56
2024-03-16,Pune,1960531.1,5719275.37,1143237.06,7279502.58,3097755.87,3.24
2024-03-16,Hyderabad,1227948.32,5196555.02,1035824.0,6544301.34,2849453.72,3.86
2024-03-16,Ahmedabad,1640124.17,5558858.99,1280332.24,7060767.56,3296586.37,2.46
2024-03-16,Kolkata,1697395.72,5724473.13,1314340.99,8419713.61,3418203.21,3.83
2024-03-16,Jaipur,1447181.58,5204311.14,1140344.43,7401486.1,2570233.5,4.18
2024-03-16,Surat,1442946.33,5396782.87,1124902.44,6951009.66,3248983.68,2.42
2024-03-17,Mumbai,1064643.52,6249834.15,1291575.09,6782396.34,3162929.63,4.5
2024-03-17,Delhi,1593577.01,4979160.17,1149559.43,7624673.28,3067467.04,4.44
2024-03-17,Bangalore,1663889.83,5615541.21,1296099.77,6934218.56,3375471.33,3.36
2024-03-17,Chennai,1275179.36,5356534.91,1219977.86,7741404.51,3273227.12,5.9
2024-03-17,Pune,1658164.57,5746331.6,1108695.67,7483105.04,3075020.68,2.16
2024-03-17,Hyderabad,1732812.72,5751413.56,1174540.63,7033732.64,3689576.39,2.22
2024-03-17,Ahmedabad,1337267.72,3893506.33,1276811.56,7645226.26,3195607.6,2.26
2024-03-17,Kolkata,1152270.99,5154635.8,1281426.75,5901399.07,3009650.02,4.73
2024-03-17,Jaipur,1817621.79,5680906.35,1105378.08,6560501.53,3223105.29,2.16
2024-03-17,Surat,1381718.33,5709709.19,1286795.81,7187445.14,3415220.72,3.84
2024-03-18,Mumbai,1604832.32,4900911.14,1160042.43,7703092.76,3481085.94,5.51
2024-03-18,Delhi,1501142.46,5353913.12,1000281.87,7137090.4,3482801.37,3.37
2024-03-18,Bangalore,1375334.72,5244366.3,1321087.99,8202100.25,2961293.5,2.74
2024-03-18,Chennai,1454404.19,5256910.43,1148702.84,7329153.0,2930649.63,5.28
2024-03-18,Pune,1317416.88,4500273.1,1004513.18,7682024.5,3485807.34,4.97
2024-03-18,Hyderabad,1941862.52,4643446.16,1344335.27,6727868.86,3008649.2,2.52
2024-03-18,Ahmedabad,1734311.48,5409380.73,1262937.15,7510871.17,3216188.44,4.47
2024-03-18,Kolkata,1824398.76,5559706.43,1398732.61,7666863.02,3255666.42,3.14
2024-03-18,Jaipur,1268113.37,5739733.19,1060123.19,7447584.03,2852192.28,2.94
2024-03-18,Surat,1672688.89,5641104.29,1244373.77,6982355.37,2999157.98,5.04
2024-03-19,Mumbai,1741602.29,5195688.7,1308426.36,6676051.51,2933305.14,4.73
2024-03-19,Delhi,1463194.89,5957040.67,1330846.86,6956479.06,2537420.87,3.62
2024-03-19,Bangalore,1359265.84,4492371.74,999997.75,7530463.52,3050275.1,5.58
2024-03-19,Chennai,1637340.44,5347356.34,1131038.54,7242325.66,3269447.44,5.78
2024-03-19,Pune,1311842.77,5744534.47,1154986.87,6689749.27,3061543.0,5.18
2024-03-19,Hyderabad,1368817.89,4600920.86,1331215.48,8112497.52,2723880.27,4.15
2024-03-19,Ahmedabad,1803730.63,5789460.25,1030500.69,7749190.54,3100446.61,5.56
2024-03-19,Kolkata,1444005.98,5827594.19,1286479.37,7952808.18,3491001.19,5.92
2024-03-19,Jaipur,1712782.96,4863773.27,1280570.06,7083891.57,3048779.39,4.52
2024-03-19,Surat,1717725.29,4300242.63,945496.74,7939504.53,2875919.53,5.74
2024-03-20,Mumbai,1636217.05,5501197.29,1231733.32,7240705.42,3246530.04,4.53
2024-03-20,Delhi,1511210.66,4699072.1,1383509.79,8180773.64,2673763.74,2.58
2024-03-20,Bangalore,1447473.45,5538146.14,1080530.38,8348665.63,2838978.66,2.07
2024-03-20,Chennai,1604842.96,5070534.98,1315117.62,6848431.71,2855485.23,4.65
2024-03-20,Pune,1861145.27,5204854.08,1154404.55,7089900.33,3370761.47,3.51
2024-03-20,Hyderabad,1437741.74,5065429.73,1144036.28,7294012.73,3151003.48,3.66
2024-03-20,Ahmedabad,1441496.56,5629732.82,1280061.62,6662446.11,3116643.02,5.37
2024-03-20,Kolkata,1722244.18,6120621.36,1175553.66,6796523.94,3289176.34,3.44
2024-03-20,Jaipur,1431685.14,5299496.23,1332501.79,5922090.91,3115969.9,5.26
2024-03-20,Surat,1592116.75,5912044.04,1198267.98,7854346.75,3189808.57,3.64
2024-03-21,Mumbai,1900093.81,5882080.59,1077625.91,7121706.13,3012308.61,2.85
2024-03-21,Delhi,1661764.94,4744623.74,1427157.57,6497842.45,3127004.53,5.84
2024-03-21,Bangalore,1859924.56,4933565.39,1256714.77,7086778.58,3477560.6,2.03
2024-03-21,Chennai,969798.66,6060472.27,1156479.05,8320446.58,2991620.99,2.93
2024-03-21,Pune,1634100.58,5855990.01,1143918.5,6822627.41,3461973.81,3.66
2024-03-21,Hyderabad,1648466.83,5512061.85,1186346.46,6907143.96,3727852.23,3.95
2024-03-21,Ahmedabad,1668830.42,4565433.24,933295.15,5512628.62,3373962.03,5.2
2024-03-21,Kolkata,1586752.43,6109259.48,1187045.82,7134288.23,3943110.68,2.77
2024-03-21,Jaipur,1223723.62,5080721.19,1209215.93,7671006.91,3134215.93,4.53
2024-03-21,Surat,1689668.68,4641018.39,1267429.3,6781030.99,3042713.28,4.49
2024-03-22,Mumbai,1869146.04,5055155.82,1160327.67,6989257.6,3345754.0,4.84
2024-03-22,Delhi,1527922.85,5493125.45,839337.15,6512585.82,3420400.71,4.34
2024-03-22,Bangalore,1660692.21,4653580.23,1377015.82,6682516.97,3337747.85,4.46
2024-03-22,Chennai,1790873.86,4591687.93,1125508.03,7843836.45,3474298.1,2.85
2024-03-22,Pune,1395073.93,4708229.47,1023289.46,6982019.39,3095680.51,3.35
2024-03-22,Hyderabad,1611337.39,5049495.27,1290870.81,7554117.09,2962752.29,4.47
2024-03-22,Ahmedabad,1587035.98,4958434.67,1093638.44,6381258.35,3329476.08,3.6
2024-03-22,Kolkata,1681027.33,5138482.41,1340410.41,7225873.74,3607301.35,5.59
2024-03-22,Jaipur,1434152.21,5510763.89,1312533.96,7506358.09,3146871.06,2.2
2024-03-22,Surat,1552864.45,5268266.27,1064804.36,8452879.09,3426805.13,2.07
2024-03-23,Mumbai,1711992.56,5263191.46,1406467.6,7610539.54,3131183.74,3.84
2024-03-23,Delhi,1498297.91,4793865.22,1248902.44,7308777.85,3746616.32,5.06
2024-03-23,Bangalore,1313957.82,5179037.38,1085848.19,7582690.27,3213862.86,2.63
2024-03-23,Chennai,1760922.21,5216504.48,1336085.25,7407768.15,2919660.57,3.01
2024-03-23,Pune,1669528.98,5463066.51,1249452.81,7546067.15,3624035.1,2.53
2024-03-23,Hyderabad,1502143.38,6245412.74,1565831.55,7183864.22,2864879.31,5.41
2024-03-23,Ahmedabad,1512382.18,4993216.23,1165697.75,7471239.17,2655406.44,5.16
2024-03-23,Kolkata,1828191.62,5549103.87,1051706.59,7774921.19,2821198.26,5.49
2024-03-23,Jaipur,1354459.98,5334889.83,1064465.78,7129124.07,3444485.71,2.42
2024-03-23,Surat,1727373.34,5913231.88,1253346.31,7301276.8,3353325.28,5.8
2024-03-24,Mumbai,1078928.26,5615054.48,1246014.23,8041911.78,2782282.73,5.39
2024-03-24,Delhi,900542.6,5030897.91,1432080.99,7227182.06,2470688.0,4.29
2024-03-24,Bangalore,1714508.75,4868668.89,923242.43,7184105.62,3041511.86,5.8
2024-03-24,Chennai,1478955.36,4746895.02,1168470.17,6108249.25,3003992.83,2.14
2024-03-24,Pune,1663522.29,4192364.66,929482.91,7752413.89,3282918.48,3.51
2024-03-24,Hyderabad,1550294.55,4759402.92,1123105.33,8279438.6,3044028.01,2.82
2024-03-24,Ahmedabad,1859557.71,4989079.35,1367982.39,6094403.86,3330545.54,2.21
2024-03-24,Kolkata,1394787.55,5022570.4,1314605.95,7077048.76,3395454.47,4.89
2024-03-24,Jaipur,1692980.39,5061946.49,1225068.73,7175609.7,2860269.44,2.78
2024-03-24,Surat,1559313.19,5561722.2,1218734.7,6223272.08,3228379.65,4.81
2024-03-25,Mumbai,1744052.19,4591918.72,1342281.88,7681460.69,2528522.34,2.61
2024-03-25,Delhi,1582376.87,4775110.72,1023897.77,7448916.55,3626565.86,2.31
2024-03-25,Bangalore,1705876.9,5136201.09,1432703.72,7625965.98,2445091.14,2.43
2024-03-25,Chennai,1452659.08,5364209.7,1311820.23,7323527.0,2726365.93,3.95
2024-03-25,Pune,1673665.84,5287564.81,1435079.03,8759252.51,3398195.4,2.54
2024-03-25,Hyderabad,1760732.65,5066192.2,1292400.71,6639704.85,2866880.72,3.49
2024-03-25,Ahmedabad,1547188.39,4332288.19,1280240.25,7271286.1,3171931.97,2.22
2024-03-25,Kolkata,1454187.78,5233240.62,1446881.57,8915962.73,3481594.7,2.68
2024-03-25,Jaipur,1436291.52,4681456.06,1040946.74,7564221.88,2913000.54,2.54
2024-03-25,Surat,1764694.94,5441899.32,1125528.7,8048065.25,3316428.18,5.75
2024-03-26,Mumbai,1386027.36,5460284.32,1349900.03,7000901.55,2886128.32,5.68
2024-03-26,Delhi,1899335.06,4851111.77,1290772.65,6663850.04,2599820.77,2.2
2024-03-26,Bangalore,1341860.13,5207368.39,986960.0,6596910.34,3337327.49,2.61
2024-03-26,Chennai,1689640.32,4494939.8,1024170.28,7535786.0,2988342.63,4.83
2024-03-26,Pune,1460223.13,4611242.07,1292884.05,6782378.88,2965416.49,4.31
2024-03-26,Hyderabad,1840070.06,5271222.82,1384949.02,7033865.67,2773766.5,5.37
2024-03-26,Ahmedabad,1845457.29,5886343.48,1511166.22,7488429.58,3311206.75,2.67
2024-03-26,Kolkata,1858608.05,5552784.45,1388940.54,7250593.99,2859295.74,2.7
2024-03-26,Jaipur,1792380.07,4070308.93,1490954.64,7999545.07,2983708.62,2.48
2024-03-26,Surat,1677046.99,5116658.13,1280434.98,7540925.72,3127721.62,2.39
2024-03-27,Mumbai,1769487.7,4484863.12,1343477.2,7172318.09,3154918.31,4.36
2024-03-27,Delhi,1412603.34,4558397.28,1374728.74,7941679.21,3002764.34,2.78
2024-03-27,Bangalore,1614606.94,5868508.77,1375182.94,7907756.3,3231273.05,5.47
2024-03-27,Chennai,1274692.28,5465028.84,1240687.08,6591167.29,3081522.51,3.56
2024-03-27,Pune,1538770.43,5376168.24,1149017.66,7153491.9,2835041.95,5.13
2024-03-27,Hyderabad,1797974.49,4835896.12,808932.73,6954326.48,3538497.45,3.77
2024-03-27,Ahmedabad,1257433.07,4498545.14,1467261.57,7373483.03,3250907.26,4.68
2024-03-27,Kolkata,1101320.18,4731847.45,1101387.86,7391683.41,3216913.42,4.31
2024-03-27,Jaipur,1518390.54,5251176.35,1281731.79,8797982.21,2472111.42,2.33
2024-03-27,Surat,1707020.32,4757407.35,875408.23,7496656.99,3686729.92,4.03
2024-03-28,Mumbai,1733887.15,4775021.77,1185871.02,7020617.43,2568373.9,2.99
2024-03-28,Delhi,1496360.18,5918898.03,1454627.41,7109565.09,3514863.86,2.29
2024-03-28,Bangalore,1898819.76,5600228.57,1253574.86,7155686.48,3154482.47,5.68
2024-03-28,Chennai,1458444.95,5239821.98,1329551.56,7721924.66,3110898.12,4.69
2024-03-28,Pune,1553164.65,4833952.81,1223098.17,6303118.94,3843341.93,3.43
2024-03-28,Hyderabad,1307607.35,5224795.01,1054657.78,7611956.45,3439998.28,3.35
2024-03-28,Ahmedabad,1717809.83,5498428.44,1364230.3,8803609.99,3814543.96,4.23
2024-03-28,Kolkata,1421932.51,4761597.66,1402883.52,6777327.69,3172069.23,3.65
2024-03-28,Jaipur,1738065.87,5776336.25,927491.02,7290703.97,3481698.74,4.74
2024-03-28,Surat,1526290.1,5101862.0,1296948.46,7100560.16,3362327.73,3.26
2024-03-29,Mumbai,1714112.81,5230157.21,1231108.98,7042475.28,3036414.85,2.8
2024-03-29,Delhi,1784595.18,4227119.64,1057067.33,7397543.64,3203006.1,4.02
2024-03-29,Bangalore,1561706.96,5370953.88,1068180.58,7170399.06,3322903.56,4.89
2024-03-29,Chennai,1241237.96,6025810.23,1266171.86,8399424.38,3775465.78,2.46
2024-03-29,Pune,1583636.66,4661849.15,1402555.8,8764175.36,3126673.7,2.25
2024-03-29,Hyderabad,1671448.4,5848798.37,1281385.47,7700724.45,3045226.97,2.76
2024-03-29,Ahmedabad,1275359.09,6109541.28,1234773.82,7091316.13,3410482.98,5.8
2024-03-29,Kolkata,1331778.37,5640922.75,1158759.97,7344082.03,2921571.13,2.28
2024-03-29,Jaipur,1780806.97,5481879.59,1291687.72,7356932.95,3257353.87,4.07
2024-03-29,Surat,1608105.13,5259368.06,1092296.26,7462546.28,2820273.08,3.93
2024-03-30,Mumbai,1558416.06,4489135.89,1232377.32,7636982.13,3657848.59,4.42
2024-03-30,Delhi,1443613.39,4838748.76,993837.7,7107720.52,2839854.37,2.1
2024-03-30,Bangalore,1710716.46,4865472.0,1210513.47,7302556.77,3180376.52,5.42
2024-03-30,Chennai,1587186.1,5046471.73,1275008.07,7637698.53,3267019.42,5.2
2024-03-30,Pune,1236223.58,5248731.42,1328526.85,7768327.45,2916551.88,5.17
2024-03-30,Hyderabad,1429076.7,5000596.45,1419165.66,7431595.75,3509060.2,5.61
2024-03-30,Ahmedabad,1540786.7,5112104.59,1370375.34,7515539.62,3846629.9,2.75
2024-03-30,Kolkata,1388720.27,5202008.75,978468.47,7386490.49,2871079.4,4.01
2024-03-30,Jaipur,1528281.94,4632264.16,1296173.95,6011323.09,3104685.34,5.04
2024-03-30,Surat,1570097.68,4762175.84,1473397.7,6689786.3,2959999.62,4.31
2024-03-31,Mumbai,1480842.98,4705021.61,1340162.84,8444496.67,2726952.17,4.25
2024-03-31,Delhi,1180219.14,5465378.39,1289504.71,6821252.98,2697869.5,4.28
2024-03-31,Bangalore,1490391.66,5336715.09,1110107.25,8400443.36,2935799.0,2.76
2024-03-31,Chennai,1558869.83,5105855.35,1479536.03,6756810.48,2657722.99,5.42
2024-03-31,Pune,1390595.23,5708663.73,1202151.04,6995129.17,3181854.48,4.13
2024-03-31,Hyderabad,1728586.79,4331962.04,1446764.12,7380997.83,3570200.99,2.47
2024-03-31,Ahmedabad,1589898.51,4661477.09,1226522.58,7565372.14,3247983.33,2.99
2024-03-31,Kolkata,1672896.16,4783838.39,1354691.9,7334278.73,2404720.04,4.9
2024-03-31,Jaipur,1520505.71,4739706.14,1714164.38,6642023.32,3000556.18,5.23
